category,category_en,entry_type,title_de,title_en,yield,text,text_en,serving_suggestions,serving_suggestions_en,canvas_fragment,image
Gemüse,Vegetables,recipe,Sauerkraut mit Hecht,Sauerkraut with Pike,,"Sauerkraut wird wie angegeben, weich gekocht; auch wird ein 2-pfündiger Hecht gekocht, in kleine Stücke zerpflückt und von den Gräten befreit. Dann mischt man das Kraut mit 1 Tasse saurer Sahne, richtet es mit dem Fisch schichtenweise in eine Porzellanschüssel, träufelt etwas Citronensaft darüber, bestreut es mit geriebenem Weißbrot und gibt etwas zerlassene Butter darüber; hierauf bäckt man es im Ofen ½ Stunde. Anstatt des Fisches kann man auch gebratenes Schweinefleisch oder gekochten Schinken verwenden.","Sauerkraut is cooked until soft as indicated; also, a 2-pound pike is cooked, flaked into small pieces, and freed from the bones. Then mix the cabbage with 1 cup of sour cream, arrange it in layers with the fish in a porcelain dish, drizzle some lemon juice over it, sprinkle with grated white bread, and add some melted butter; then bake it in the oven for ½ hour. Instead of fish, one can also use roasted pork or boiled ham.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0030,0085_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0093.jpg
Gemüse,Vegetables,recipe,Löwenzahn,Boiled Dandelions,,Man benützt die ersten Sprossen dieses vorzüglichen und billigen Frühjahrgemüses vor dem Blühen; nach der Blüthe ist es etwas bitter. Gegen Verstopfung und Hämorrhoiden ist Löwenzahn ein empfehlenswerthes Volksmittel. Man benutzt die kleinen Blätter und kocht dieselben wie Spinat.,"Use the first sprouts of this excellent and inexpensive spring vegetable before it blooms; after blooming, it is somewhat bitter. Dandelion is a recommended folk remedy for constipation and hemorrhoids. Use the small leaves and cook them like spinach.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0030,0085_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0093.jpg
Gemüse,Vegetables,recipe,Artischocken,Artichokes,,"Diese werden sauber geputzt, die Spitzen mittelst einer Scheere abgeschnitten und die äußeren Blätter beseitigt; dann kocht man sie 1½ Stunden in Salzwasser weich, läßt sie abtropfen, nimmt in der Mitte den sogenannten Bart weg (alles Rauhe und Faserige), bereitet eine Buttersauce mit einer Einlage von fein gewiegter Petersilie und Sardellen, legt die Artischocken zierlich auf die Platte und gießt die Sauce darüber. Artischocken gelten als Heilmittel gegen die Sicht.","These are cleaned thoroughly, the tips cut off with scissors, and the outer leaves removed; then boil them in salted water for 1½ hours until soft, let them drain, remove the so-called beard in the center (all the rough and fibrous parts), prepare a butter sauce with an addition of finely minced parsley and anchovies, arrange the artichokes daintily on a platter, and pour the sauce over them. Artichokes are considered a remedy for gout.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0030,0085_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0093.jpg
Gemüse,Vegetables,recipe,Rhabarber,Rhubarb,,Die Blattstiele werden wie beim Spargel abgezogen und in längliche Stücke geschnitten; in kochendem Wasser läßt man sie 20 Minuten lang ziehen und dünstet sie mit Butter und Zucker gar.,The leaf stalks are peeled like asparagus and cut into oblong pieces; let them steep in boiling water for 20 minutes and stew them until done with butter and sugar.,,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0030,0085_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0093.jpg
Gemüse,Vegetables,recipe,Rosenkohl,Brussels Sprouts,,"Rosenkohl gehört zu den feinsten und wohlschmeckendsten Gemüsen. Nachdem die Rosen von dem Stengel abgeschnitten worden, werden sie sauber geputzt, gewaschen und in siedendem Salzwasser rasch weich gekocht (die Köpfchen müssen jedoch ganz bleiben) und mit kaltem Wasser abgeschwenkt. Dann bereitet man eine sämige Butterſauce, legt sie hinein, würzt mit Muskatnuß und, nachdem die Röschen kurz darin aufgekocht, servirt man sie sofort.","Brussels sprouts are among the finest and most delicious vegetables. After the sprouts have been cut from the stem, they are cleaned well, washed, and boiled quickly in boiling salted water until tender (the little heads must remain whole), then rinsed with cold water. Then, prepare a creamy butter sauce, place them in it, season with nutmeg, and after the sprouts have boiled briefly in it, serve immediately.","Beilagen sind: Cotelets, geräucherte Zunge und Bratwürste.","Side dishes are: cutlets, smoked tongue, and sausages.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0031,0086_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0094.jpg
Gemüse,Vegetables,recipe,Endiviengemüse,Endive,,"Von nicht allzu gelben Endivienköpfen werden die etwas bitteren Stengel ausgeschnitten, die Blätter sauber gewaschen, in Salzwasser aufwallen gelassen, abgeschwenkt, ausgedrückt, nicht zu fein geschnitten und in Butter gedünstet; dann stäubt man etwas Mehl darüber und gibt Fleischbrühe und etwas Zucker daran.","From not-too-yellow heads of endive, the somewhat bitter stems are cut out, the leaves are washed clean, allowed to boil up in salted water, rinsed, squeezed out, not cut too finely, and stewed in butter; then dust a little flour over it and add meat broth and a little sugar.",Hammel- oder Kalbscotelets eignen sich am besten dazu.,Mutton or veal cutlets are best suited for this.,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0031,0086_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0094.jpg
Gemüse,Vegetables,recipe,Salatgemüse,Dutched Lettuce,2 portions,"Von 2 festen Salatköpfen werden die schlechten Blätter abgenommen, die Köpfe in 4 Theile geschnitten, rasch gewaschen und in kochendes Wasser geschüttet. Sobald der Salat weich ist, wird er herausgenommen und grob geschnitten. Inzwischen rührt man Löffel Mehl mit 3 Löffeln kalter Milch, gibt Salz und gewiegte Zwiebel sowie das Wasser, in welchem der Salat gekocht hat, dazu und läßt dies kochen, bis die Zwiebel ganz weich ist. Dann schlägt man es durch ein Sieb, gibt den geschnittenen Salat, 1 Löffel Butter und (so man hat) Löffel Fleischextrakt hinzu und stellt das Gemüse noch 4 Stunde ans Feuer, ohne es kochen zu lassen.","From 2 firm heads of lettuce, remove the bad leaves, cut the heads into 4 parts, wash quickly, and throw into boiling water. As soon as the lettuce is tender, it is taken out and coarsely chopped. Meanwhile, stir a spoonful of flour with 3 spoonfuls of cold milk, add salt and minced onion as well as the water in which the lettuce was cooked, and let this boil until the onion is quite soft. Then press it through a sieve, add the chopped lettuce, 1 spoonful of butter, and (if available) a spoonful of meat extract, and place the vegetable on the fire for another 1/4 hour without letting it boil.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0031,0086_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0094.jpg
Gemüse,Vegetables,recipe,Zwiebelgemüse,Stewed Onions,,"Die Zwiebeln (am besten nimmt man die großen weißen Zwiebeln) werden geschält und in Streifen geschnitten; man läßt sie in Salzwasser aufwallen und kocht sie, nachdem das Wasser abgegossen ist, mit Fleischbrühe weich; dann werden 2 Löffel geriebenes Weißbrot in Fett gedünstet und damit das Gemüse verdickt. Man kann mit etwas Muskatblüthe oder Citronensaft würzen. Für Gesunde sind Zwiebeln eine gute Speise, der nervöse oder schwache Magen sollte jedoch damit verschont bleiben.","The onions (it is best to use large white onions) are peeled and cut into strips; let them boil up in salted water and, after the water has been poured off, cook them until tender with meat broth; then 2 spoonfuls of grated white bread are stewed in fat and used to thicken the vegetable. One can season with a little mace or lemon juice. For healthy people, onions are a good food; however, a nervous or weak stomach should be spared from them.",Als Beilage gibt man Lamm- oder Hammelfleisch.,Serve with lamb or mutton as a side dish.,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0031,0086_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0094.jpg
Gemüse,Vegetables,recipe,Petersiliengemüse,Stewed Parsley,2 portions,"Man wiegt die gewaschene Petersilie recht fein, sodaß man in gewiegtem Zustande ungefähr 1 Teller voll davon hat, gibt sie mit 1 Löffel Butter in einen Topf und dünstet sie weich. Dann streut man 2 Löffel geriebenes Weißbrot darüber, gibt nach Bedarf etwas Wasser zu und läßt das Gemüse noch 1/4 Stunde dünsten. Beim Anrichten gibt man in Butter gebräuntes geriebenes Weißbrot darüber.","Mince the washed parsley very finely so that you have about one plateful in the minced state, put it into a pot with 1 spoonful of butter, and stew it until soft. Then sprinkle 2 spoonfuls of grated white bread over it, add a little water as needed, and let the vegetables stew for another 1/4 hour. When serving, sprinkle grated white bread browned in butter over it.",Gekochte Tauben oder gekochtes Rindfleisch eignen sich als Beilage.,Boiled pigeons or boiled beef are suitable as a side dish.,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0032,0087_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0095.jpg
Gemüse,Vegetables,recipe,Leipziger Allerlei,Mixed Vegetables,,"Hierzu gehören Spargel, junge Erbsen, 1 Blumenkohlkopf, 2 Kohlrabi, junge Möhren. Die Möhren werden in Scheibchen, Spargel und Kohlrabi in längliche Stückchen geschnitten, sodaß man von jedem Gemüse einen kleinen Teller voll hat. Dann kocht man die Gemüse in gesalzenem Wasser, jedes allein, weich, und läßt sie in einem Durchschlag ablaufen. 3 Löffel Mehl schwitzt man in Butter weich, gießt von dem Kochwasser der Gemüse etwas bei, salzt und läßt es kochen. Hat es eine Weile gekocht, so gibt man sämmtliche Gemüse hinein, läßt nochmals aufkochen und richtet recht zierlich, Blumenkohl in der Mitte, dann die Möhrenscheibchen u. s. w., an.","This requires asparagus, young peas, 1 head of cauliflower, 2 kohlrabi, and young carrots. The carrots are cut into small slices, and the asparagus and kohlrabi into oblong pieces, so that you have a small plateful of each vegetable. Then boil the vegetables in salted water, each separately, until soft, and let them drain in a colander. Sweat 3 spoonfuls of flour in butter until soft, pour in some of the vegetable cooking water, add salt, and let it boil. Once it has boiled for a while, add all the vegetables, let it come to a boil again, and arrange very daintily, with the cauliflower in the center, then the carrot slices, etc.",Man gibt junge Hühner oder gebratene Tauben dazu.,Serve with young chickens or roasted pigeons.,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0032,0087_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0095.jpg
Gemüse,Vegetables,recipe,Gekochter Turbankürbis,Boiled Squash,2 portions,"Man schält, entfernt und zerschneidet einen Kürbis, kocht ihn in Salzwasser 20 Minuten, reibt ihn durch einen Durchschlag und drückt das Durchgeschlagene aus. In eine Pfanne gibt man 1 Löffel Butter, den Kürbis, 2 Löffel süße Milch, Pfeffer und Salz nach Geschmack, rührt es miteinander, bis es kocht, und füllt den Brei in eine Gemüseschüssel.","Peel, remove seeds, and cut up a squash, boil it in salted water for 20 minutes, rub it through a colander, and squeeze out the strained pulp. Put 1 spoonful of butter, the squash, 2 spoonfuls of sweet milk, and pepper and salt to taste into a pan, stir together until it boils, and fill the puree into a vegetable dish.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0032,0087_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0095.jpg
Gemüse,Vegetables,recipe,Gebackener Turbankürbis,Baked Squash,,"Man kocht und verrührt dieſes Gemüse wie oben angegeben, würzt den Brei mit Pfeffer, Salz und Butter, gibt 2 verrührte Eier sowie 2 Löffel Milch hinein, schüttet die Masse in eine gut gebutterte Pud- dingsform oder Schüssel, streut geriebenes Weißbrot oder Cracker- krumen oben darauf und bäckt diese Masse in einem heißen Ofen, bis die Oberfläche sich bräunt.","Cook and stir this vegetable as indicated above, season the puree with pepper, salt, and butter, add 2 beaten eggs as well as 2 spoonfuls of milk, pour the mixture into a well-buttered pudding mold or bowl, sprinkle grated white bread or cracker crumbs on top, and bake this mixture in a hot oven until the surface browns.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0032,0087_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0095.jpg
Kartoffelspeisen,Potato Dishes,general_instruction,Kartoffelspeisen,,,"Die Kartoffelstaude, deren Vaterland Südamerika ist, liefert in ihren mehlreichen Knollen eines der billigsten Volksnahrungsmittel. Zu den Kartoffeln gehört jedoch Fett, um das in den Kartoffeln enthaltene Stärkemehl leichter verdaulich zu machen. Somit sind gekochte Kartoffeln und frische Butter nicht nur eine wohlschmeckende, sondern auch chemisch richtige Verbindung. Die Kartoffeln sind ferner eine ganz geeignete Beigabe zum Kaffee, zum Fleische und namentlich zur Milch. Kartoffeln allein können den Menschen nicht genügend ernähren, richten vielmehr allerhand Störungen im Verdauungsprocesse an. Alle Kartoffeln müssen nach dem Schälen gewässert werden, und mit solchen, welche schon gekeimt haben, sollte dasselbe 2 oder 3 mal geschehen. Bei dem Einkaufen von Frühkartoffeln soll man nur völlig reife auswählen, die man leicht daran erkennt, daß die Schale völlig ganz ist, während sie bei noch unreifen Knollen in faserigen Läppchen daran herumhängt.","The potato plant, whose native land is South America, provides in its starchy tubers one of the cheapest staple foods. However, fat is needed with potatoes to make the starch contained in them easier to digest. Thus, boiled potatoes and fresh butter are not only a tasty, but also a chemically correct combination. Potatoes are furthermore a very suitable accompaniment to coffee, meat, and especially milk. Potatoes alone cannot sufficiently nourish humans; rather, they cause all sorts of disturbances in the digestive process. All potatoes must be soaked in water after peeling, and with those that have already sprouted, this should be done 2 or 3 times. When buying early potatoes, one should only select fully ripe ones, which are easily recognized by the fact that the skin is completely intact, whereas in unripe tubers it hangs around in fibrous shreds.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0033,0088_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0096.jpg
Kartoffelspeisen,Potato Dishes,recipe,Kartoffeln in der Schale zu kochen,Boiling Potatoes in their Skin,,"Das Kochen der Kartoffeln erscheint sehr einfach; deshalb wird ihm leider meist zu wenig Aufmerksamkeit geschenkt und doch hängt bei einer guten Kartoffel der bessere Geschmack von der sorgfältigen Behandlung ab. Die Kartoffeln werden einigemal tüchtig gewaschen, mit gut gesalzenem kalten Wasser (auch wohl mit Kümmelkörnern dazu gemischt) aufs Feuer gesetzt, um sie dann recht schnell kochen zu lassen. Das Wasser muß knapp die Kartoffeln bedecken und der Topf gut zugedeckt werden. Sobald man die Kartoffeln leicht mit einer Gabel durchstechen kann (bei neuen Kartoffeln nach 1/4 Stunde, zu Weihnachten nach 1/2, gegen Ostern nach fast 3/4 Stunden Kochzeit), wird das Wasser abgegossen; man deckt die Kartoffeln zu und läßt sie noch 5 Minuten ausdünsten. Sollen die Kartoffeln besonders schmackhaft werden, so kocht man sie nicht im Wasser, sondern in folgender Weise: Ueber ein mehr breites","Boiling potatoes seems very simple; therefore, unfortunately, too little attention is usually paid to it, and yet with a good potato, the better taste depends on careful treatment. The potatoes are washed thoroughly several times, placed on the fire with well-salted cold water (perhaps also mixed with caraway seeds), and then brought to a boil quite quickly. The water must just cover the potatoes and the pot must be well covered. As soon as one can easily pierce the potatoes with a fork (after 1/4 hour for new potatoes, after 1/2 hour by Christmas, and after almost 3/4 hours of cooking time by Easter), the water is poured off; cover the potatoes and let them steam for another 5 minutes. If the potatoes are to be particularly tasty, they should not be boiled in water, but in the following manner: Over a wider",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0033,0088_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0096.jpg
Kartoffelspeisen,Potato Dishes,general_instruction,Das Kochen der Kartoffeln,,,"als tiefes Gefäß mit kochendem Wasser wird ein gut passender Durchschlag gelegt und in diesem die rein geschälten Kartoffeln, welche auf diese Weise von den Dämpfen gekocht werden. Diese Kochart ist jeder anderen vorzuziehen und deshalb finden die Kartoffelkocher in der Küche immer weitere Verbreitung. Im Frühjahr, wenn die Kartoffeln zu keimen beginnen, sollte man von jeder Kartoffel vor dem Kochen an zwei entgegengesetzten Stellen ein Stückchen abschneiden. Der unangenehme Saft und Geschmack der Kartoffeln dringt dann an diesen Stellen während des Kochens heraus, bildet eine hornartige Haut und die Kartoffel selbst bleibt dadurch schmackhaft und mehlig. Man achte darauf, daß die Kartoffeln genau zu der Zeit gar sind, wo sie zu Tisch gebracht werden sollen, und dürfen dieselben nicht stehen, da sie alsdann den guten Geschmack verlieren. Um gleichmäßiges Garkochen zu erzielen, sollte man immer Kartoffeln derselben Größe zusammen kochen.","A well-fitting colander is placed over a deep vessel of boiling water, and the cleanly peeled potatoes are placed inside, where they are cooked by the steam. This method of cooking is preferable to any other, which is why potato steamers are becoming increasingly common in the kitchen. In the spring, when potatoes begin to sprout, one should cut a small piece off each potato at two opposite points before cooking. The unpleasant juice and taste of the potatoes then escape through these points during cooking, forming a horn-like skin, and the potato itself remains tasty and mealy. Ensure that the potatoes are done exactly at the time they are to be brought to the table; they must not be left standing, as they will then lose their good flavor. To achieve even cooking, one should always cook potatoes of the same size together.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0034,0089_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0097.jpg
Kartoffelspeisen,Potato Dishes,recipe,Salzkartoffeln,Boiled Potatoes,2 portions,"6 schöne Kartoffeln werden geschält, gewaschen und in Salzwasser abgekocht; sind sie weich, so wird alles Wasser davon abgeschüttet und heiße Butter oder Schmalz mit gedünsteter Petersilie oder hellgelb geröstete Zwiebel darüber gegossen.","6 nice potatoes are peeled, washed, and boiled in salted water; when they are soft, all the water is drained off, and hot butter or lard with sautéed parsley or light-yellow roasted onions is poured over them.","Man kann sie auch, nachdem das Wasser abgeschüttet ist, bis zum Gebrauch warm stellen, mit etwas ganzer Petersilie garniren und als Beilage zu Fisch geben.","After the water has been drained, they can also be kept warm until use, garnished with some whole parsley, and served as a side dish with fish.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0034,0089_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0097.jpg
Kartoffelspeisen,Potato Dishes,recipe,Geröstete Kartoffeln,Fried Potatoes,,Die gekochten Kartoffeln werden in Scheiben geschnitten und gesalzen; dann wird fein gewiegte Zwiebel in Butter gedünstet; die Kartoffeln werden hineingelegt und schön gelb gebraten.,The boiled potatoes are cut into slices and salted; then finely minced onion is sautéed in butter; the potatoes are added and fried until nicely yellow.,,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0034,0089_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0097.jpg
Kartoffelspeisen,Potato Dishes,recipe,Schmalzkartoffeln,Fried Potatoes—French,,"Rohe Kartoffeln werden geschält, in Scheiben geschnitten, abgewaschen, auf einem Handtuche schnell abgetrocknet, in nicht heißem Schmalz ungefähr 5 Minuten gebacken, dann herausgenommen, das Schmalz heiß gemacht, die Kartoffeln wieder hineingethan, schön knusperig gebacken, mit Salz bestreut und zu Beefsteaks gegeben.","Raw potatoes are peeled, cut into slices, washed, dried quickly on a towel, fried in not-too-hot lard for about 5 minutes, then removed; the lard is then heated up, the potatoes are put back in, fried until nice and crispy, sprinkled with salt, and served with beefsteaks.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0034,0089_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0097.jpg
Kartoffelspeisen,Potato Dishes,recipe,Petersilienkartoffeln,Lyonnaise Potatoes,,"Die roh geschälten, mit etwas Salz weichgekochten Kartoffeln werden rein abgegossen, alsdann mit reichlich frischer Butter und gehackter Petersilie","The raw-peeled potatoes, boiled until soft with a little salt, are drained completely, then [tossed/mixed] with plenty of fresh butter and chopped parsley",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0034,0089_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0097.jpg
Kartoffelspeisen,Potato Dishes,recipe,Saratoga-Kartoffeln,Saratoga Chips,,"Man schält 1 oder 2 große Kartoffeln, schneidet sie mit einem Krautschneider in sehr dünne Scheiben über einer Schüssel mit kaltem Wasser, so daß jede Scheibe sogleich in das Wasser fällt. Nach 10 Minuten nimmt man eine Portion heraus und trocknet dieselbe mit einem Handtuch schön ab. Man bratet immer einige auf einmal in heißem Schmalz hellbraun und salzt sie bei dem Herausnehmen. Man muß sie in einer gewärmten Schüssel im Ofen bis zum Gebrauch warm halten.","Peel 1 or 2 large potatoes, cut them with a cabbage slicer into very thin slices over a bowl of cold water, so that each slice falls immediately into the water. After 10 minutes, take out a portion and dry it well with a towel. Fry a few at a time in hot lard until light brown and salt them upon removing. They must be kept warm in a warmed bowl in the oven until used.",Sie schmecken dann fein und knusperig und werden zum Garniren von Wildpret und Steaks benutzt.,They then taste fine and crispy and are used for garnishing game and steaks.,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0035,0090_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0098.jpg
Kartoffelspeisen,Potato Dishes,recipe,Kartoffelbrei,Mashed Potatoes,2 portions,"Am leichtesten verdaulich sind die Kartoffeln in Form von Kartoffelbrei. 6 schöne Kartoffeln werden geschält, gewaschen, in Hälften getheilt, in Salzwasser weich gekocht und durch einen Durchschlag getrieben. Dann mischt man Butter von der Größe einer Wallnuß, 3 Eßlöffel warme Milch, 1 Theelöffel Salz und eine kleine Prise Pfeffer mit den Kartoffeln und servirt in einer gewärmten Schüssel. Man kann auch mit in Butter gerösteten kleingeschnittenen Zwiebeln, oder auch fein geschnittene Speckwürfel mit Zwiebeln gebraten, darüber geben.","Potatoes are most easily digestible in the form of mashed potatoes. 6 nice potatoes are peeled, washed, cut in halves, boiled soft in salted water, and pressed through a colander. Then mix in butter the size of a walnut, 3 tablespoons of warm milk, 1 teaspoon of salt, and a small pinch of pepper with the potatoes and serve in a warmed bowl. One can also add finely chopped onions roasted in butter, or finely diced bacon fried with onions, on top.","Bratwurst, Kalbs- und Schweinscotelets oder Sauerkraut schmecken gut dazu.","Bratwurst, veal and pork cutlets, or sauerkraut taste good with this.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0035,0090_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0098.jpg
Kartoffelspeisen,Potato Dishes,recipe,Gebackener Kartoffelbrei,Baked Potato Purée,,"Hat man mittags Kartoffelbrei übrig behalten, so thut man gut, denselben zum Abendtisch in etwas anderer Form zu verwenden. In der Pfannkuchenpfanne läßt man 1 Löffel Butter heiß werden, drückt den Kartoffelbrei fest hinein, so daß er die Form eines dicken Eierkuchens bekommt und bäckt ihn wie Eierkuchen auf beiden Seiten schön braun.","If you have leftover mashed potatoes from lunch, it is a good idea to use them for the evening meal in a slightly different form. Let 1 spoonful of butter get hot in a pancake pan, press the mashed potatoes firmly into it so that it takes the shape of a thick pancake, and bake it like a pancake until nicely browned on both sides.",,,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0035,0090_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0098.jpg
Kartoffelspeisen,Potato Dishes,recipe,Kartoffelbällchen,Potato Balls,2 portions,"1 Pfund fein geriebene heiße Salzkartoffeln rührt man mit 4 Eigelb und Salz nach Geschmack gut durch, formt sie in nicht zu große Bällchen, panirt dieselben mit Zwieback oder Mehl und bratet die Bällchen in Butter hellbraun.","Stir 1 pound of finely grated hot boiled potatoes well with 4 egg yolks and salt to taste, form them into not-too-large balls, bread them with rusk crumbs or flour, and fry the balls in butter until light brown.",Dieselben werden warm zu Spargel,These are served warm with asparagus,https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0035,0090_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0098.jpg
Kartoffelspeisen,Potato Dishes,recipe,Kartoffeln mit Aepfeln,Potatoes with Apples,2 portions,"Man schält 6 Kartoffeln, schneidet sie in Viertel und wäscht sie, kocht sie dann in Salzwasser weich und gießt das Wasser fort. Inzwischen schält man 3 saure Aepfel, befreit sie von den Kernen und schmort sie in Wasser mit Zucker. Die Kartoffeln und Aepfel werden vermischt, etwas Speck und 1/2 Zwiebel zusammen gehackt und ausgebraten, an den Brei gegeben und nach Geschmack gesalzen.","Peel 6 potatoes, cut them into quarters and wash them, then boil them until soft in salted water and drain the water. Meanwhile, peel 3 tart apples, remove the cores, and stew them in water with sugar. Mix the potatoes and apples together; chop some bacon and 1/2 an onion together and fry them, add to the mash, and salt to taste.","Man gibt dazu Schweinebraten, Schweine-Cotelets oder Bratwurst. Ebenso kocht man Kartoffeln mit frischen Birnen oder gedörrten Pflaumen.","Serve with roast pork, pork chops, or bratwurst. Potatoes can be cooked in the same way with fresh pears or dried plums.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0036,0091_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0099.jpg
Kartoffelspeisen,Potato Dishes,recipe,Saure Kartoffeln,Sour Potatoes,2 portions,"6 große Kartoffeln werden geschält, in Scheiben geschnitten und in Salzwasser beinahe weich gekocht. Würflich geschnittener Speck wird mit fein gewiegter Zwiebel und 1 Löffel Mehl gelb geröstet, Fleischbrühe oder Wasser daran gegossen, nebst Salz, Essig, 1 Lorbeerblatt und ein wenig Pfeffer, die Kartoffeln dazu gegeben und dieselben noch einmal darin aufgekocht.","6 large potatoes are peeled, cut into slices, and boiled in salted water until almost soft. Diced bacon is roasted until yellow with finely minced onion and 1 spoonful of flour; meat broth or water is poured over it, along with salt, vinegar, 1 bay leaf, and a little pepper; add the potatoes and boil them once more in the mixture.","Man gibt Hammel- oder Schweinefleisch, Frankfurter Würstchen, frische, geräucherte oder gebratene Wurst dazu.","Serve with mutton or pork, Frankfurter sausages, or fresh, smoked, or fried sausage.",https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0036,0091_public:gdcmassbookdig:steigersgermanam00schr:steigersgermanam00schr_0099.jpg
